state,year,beauty_rev,beauty_est,beauty_ent,beauty_emp,beauty_wag,wellness_rev,wellness_est,wellness_ent,wellness_emp,wellness_wag,r_gdp,r_persinc,r_pce,disp_persinc,rpc_persinc,rpc_pce
AK,2008,123.91929158555,1629,1629,2613,58.07965103784,74.11497449166,226,194,1680,25.99273521991,49926.6,35489.4,28865.5,29693.1,51624,41989
AK,2009,122.89218036847,1779,1779,2780,60.87007190068,79.64854258722,225,194,1783,26.93571192373,54951.9,34976.6,28761.4,30530.9,50046,41153
AK,2010,132.28244208614,1977,1977,3094,62.04149141489,85.12919467904,243,211,1790,26.98649410817,53652,37928.9,30555.8,32703.9,53121,42794
AK,2011,142.92120321278,2316,2316,3526,66.56785557586,83.17463739751,220,187,1914,27.47907874349,54045.5,39548.5,31230.3,34789.2,54737,43225
AK,2012,131.11401560566,2149,2149,3259,63.56993157981,88.72017863256,238,195,1743,25.62272246255,57087.4,40261.6,32002.7,35945.3,55069,43773
AK,2013,139.82088033137,2129,2129,3259,60.27663994148,81.50139070416,227,187,1836,27.4531194853,54627.6,39493.9,32394.9,35184.4,53511,43892
AK,2014,134.67889836877,2064,2056,3205,60.55108521702,96.369416305,259,223,2132,31.34079629514,53303.3,40913.7,32817.5,37075.5,55466,44490
AK,2015,136.16354525987,2082,2082,2966,56.95496980824,95.98852691725,259,232,1875,27.07148616126,53681.1,41763.3,33095.6,38075.3,56504,44777
AK,2016,137.44467393207,2004,2004,2879,56.64840256991,101.40200315397,263,243,1922,27.45500603555,53463.9,40448.3,33216.1,37704.1,54410,44682
AK,2017,137.90153776791,1909,1909,2863,57.09071716657,91.26625748948,264,248,2110,29.74502208083,53550.9,40068.6,33306.8,38525.4,54005,44892
AK,2018,144.23852994801,1984,1984,2800,56.4166648899,94.53756614348,227,206,2225,30.98985950605,52479.6,40876.8,33814.2,40309.8,55410,45837
AK,2019,144.94146885301,1958,1958,2807,57.36695022919,99.13832902674,238,218,2320,33.06600865321,52377.5,41763.5,34572.5,40998.2,56835,47049
AK,2020,111.5663755408,1989,1989,2696,44.14495541693,70.1301465468,213,191,2294,23.80558902187,50332.8,42869.1,33062.4,42022.2,58487,45108
AK,2021,148.75742474218,2085,2085,2644,53.2403873539,82.009799323,218,198,1738,27.32462840002,51454.1,42273,34829.2,44359.3,57520,47392
AK,2022,164.70468969649,2249,2184,2841,56.85411120183,94.10982805614,210,191,1493,22.60364316723,50767.1,42764.7,36670.1,45931.5,58320,50009
AK,2023,164.49837998274,2268,2190,2833,55.89836049146,88.5245959668,205,187,1440,21.42728027067,54059.7,42881.9,37640.6,48363,58470,51323
AL,2008,536.86850881012,9269,8657,11192,185.78543608345,215.0614991871,1065,1065,5392,66.33407301999,200967.4,199308.2,164093.5,141827.1,42242,34779
AL,2009,513.22425489449,9637,8818,11630,186.36967660341,215.89516322037,1054,1049,5206,61.26547877586,194192.1,199810.9,164430.3,143231,41995,34559
AL,2010,520.37752215644,10165,9471,12424,186.61512635431,217.00263012543,1018,1011,5259,63.21788701628,199455,199934.3,163000.8,148862.1,41757,34043
AL,2011,520.8681062715,10758,10142,12776,192.10234506233,212.70985894209,1001,994,4937,60.08991297491,201372.8,201384.9,163835.5,152835.4,41846,34043
AL,2012,486.51806080248,10448,9646,12243,181.1884218636,222.85879411182,1071,1070,5298,62.9189336094,203675.5,201397.8,163555,157273.8,41612,33793
AL,2013,539.15521749302,10689,10008,12519,173.37534760963,226.3153185381,1090,1090,5341,63.65756877517,206962.9,201172.1,166493.3,157600,41349,34221
AL,2014,530.24790515624,10805,10228,11780,172.43450905922,250.39162191044,1129,1129,5872,71.198208958,206070,205291.8,169501.8,162978.1,42001,34679
AL,2015,542.68552291268,10585,10000,12004,187.15862732966,257.79571598878,1114,1114,5836,72.84546027231,208950.3,215147.9,175050.6,169520.5,43826,35658
AL,2016,557.49833070378,10358,9751,11806,188.23952315416,281.85312965199,1120,1120,6468,79.69336225486,212862.8,214859.9,177257.9,172173.6,43568,35943
AL,2017,623.14197454285,10549,10018,12233,198.16325817152,285.19316639839,1171,1165,6928,84.44456522645,216615.5,220235.9,181495.6,179134.7,44464,36643
AL,2018,605.38079252433,10316,10021,12302,201.99141414093,286.46404685726,1232,1230,7012,84.72627130157,220808.8,231109.9,190026.5,187334.2,46435,38180
AL,2019,640.51724718538,10628,10302,12867,214.88309112633,292.33505047011,1263,1263,6790,84.19116594171,225272.8,235847.2,193730,195198.8,47134,38717
AL,2020,492.85027207391,10321,10302,12206,167.84618817692,215.27669441588,1114,1095,7626,70.7265119882,222288.8,252516.5,191907.5,210477.7,50183,38138
AL,2021,693.02759970658,11913,11913,13780,234.08753283876,272.746450689,1173,1136,6332,89.39088916737,233726.6,266191.4,207240.1,230848,52707,41035
AL,2022,750.95705671539,12110,11986,14378,246.68123051028,340.07872399144,1192,1192,6712,92.74980950046,238556.5,256889.2,211069.8,232294.4,50630,41599
AL,2023,755.41466587375,12089,12036,14583,252.62332659565,324.40782561322,1181,1181,6440,89.59015970211,245354.7,255620.7,209835.3,250036.2,50039,41076
AR,2008,203.53818663879,4003,3880,4117,64.39981423356,113.84324055731,624,624,2425,33.33456120313,113628,117807.7,95712.4,83120.6,40983,33296
AR,2009,203.78496839921,4302,4146,4613,70.13359715964,118.7289210129,621,621,2492,32.98792741765,109833.1,118683.5,97029.3,83435.7,40970,33495
AR,2010,213.61657722999,4572,4448,5298,75.80828520059,126.78284545846,653,653,2603,35.34756283861,113000.9,117680.3,96705.8,86387,40280,33101
AR,2011,212.02117818453,4822,4697,5360,76.09617991066,127.84204801653,689,689,2414,32.88872704492,115241.8,121331.4,97691.8,91406,41286,33242
AR,2012,216.11997749472,4973,4768,5216,74.92336308672,127.13162493305,639,639,2417,33.03419069692,116616.2,126850,98540.8,97557.8,43018,33417
AR,2013,223.16693339452,4970,4723,5392,71.9215874697,121.75755159153,678,678,2292,31.20403024648,119842.8,125299.8,99397.4,96883.6,42409,33642
AR,2014,216.60398395565,5049,4761,5049,65.29404645996,126.30079121688,658,658,2483,33.76273167818,121409.4,130572.4,102073.7,102362.7,44097,34472
AR,2015,227.07894905765,5069,4718,5069,69.85351617713,136.99990413353,676,676,2713,37.34940375512,121532.5,134940.8,105531.4,105216,45431,35530
AR,2016,243.38102694038,5236,4836,5236,75.54257481214,138.89070048799,637,637,2775,38.27413983276,123034.9,136781.6,108118.3,107887.7,45893,36276
AR,2017,251.31450801926,5359,5029,5359,76.59277768437,132.71015270463,589,589,2681,36.66739558127,123882.6,140074.1,110659.9,111671.5,46837,37001
AR,2018,271.1574813307,5249,4985,5546,85.89633726745,132.21291366678,629,629,2646,35.7686889349,126371.2,145306.2,115087.9,117322.8,48481,38399
AR,2019,290.35388176613,5489,5255,5781,92.37712905335,143.42656323446,673,673,2867,40.32601991735,127220,144945.1,114966.5,119267.7,48247,38269
AR,2020,239.89854090953,5888,5488,6012,78.70311332476,102.01974511328,627,627,2817,29.4911557148,128340.9,154321,114466.8,129524.3,51195,37974
AR,2021,319.20838451009,6241,5855,6745,107.9011021831,123.46312608698,621,613,2326,36.6670986172,137463.6,165505.2,123114.5,144346.1,54650,40653
AR,2022,369.23528517574,6414,6400,6738,108.04599257441,131.1131630108,614,614,2415,36.98262646936,139560.7,167211.7,127801.5,149696,54888,41952
AR,2023,376.82562213504,6516,6516,6928,110.63670557143,122.9387241243,605,605,2323,35.31689054562,142860.6,169738.3,130245.1,160388.2,55330,42456
AZ,2008,1124.09806688501,15474,14188,25787,464.01527619607,542.67310114913,1440,1381,11599,201.87090858412,302277.9,244724.1,216145.7,201198.3,38967,34416
AZ,2009,1064.27139237773,16285,14916,25777,453.84386839464,566.78851798035,1401,1257,11643,196.46637627968,277412.4,232419.1,208707.6,195955.8,36641,32903
AZ,2010,1098.99125770048,17757,16367,27122,438.98928908613,540.01035661627,1320,1185,11509,194.56066657811,282252.5,237914.3,215882.4,198815.2,37167,33725
AZ,2011,1098.42452683323,18678,17342,27856,460.29719349882,561.85795670162,1381,1234,11706,204.35828855692,290411.3,247442.2,221402.7,206128.2,38404,34362
AZ,2012,1083.23013989096,18981,17577,28147,457.9157206911,588.85580718567,1430,1276,12057,205.44302680175,297077.3,255433.5,226505.7,214865.8,39287,34837
AZ,2013,1170.1295049771,18988,17589,28546,434.71635970753,593.43867595282,1493,1338,12409,212.26797062079,298859.9,257087.1,230026.9,218160.9,39214,35087
AZ,2014,1185.47916422768,19799,18501,27955,448.90686058517,707.96521644653,1589,1403,13219,229.49542488713,301721.2,267086.1,237768.6,228628,40285,35863
AZ,2015,1230.41871428842,19521,18331,28659,480.14591437298,742.11530466993,1582,1392,13622,238.46804660686,308582.8,281347.5,246519.2,239543.4,41957,36763
AZ,2016,1280.76839560211,19326,18119,28742,488.09589329529,829.27458979267,1706,1532,14192,243.08807704741,319008.4,289273.8,251483.4,250636.5,42582,37019
AZ,2017,1360.00914181217,20171,18912,29951,527.86047783116,837.56425559678,1889,1648,14943,258.62641634692,333099,304434.3,264659.3,266666,44298,38511
AZ,2018,1453.03390576219,20483,19327,30683,553.48370124239,871.25798799275,2029,1730,15451,267.72493978681,346398.3,318218.3,275644.2,283699.5,45693,39580
AZ,2019,1568.03011686646,21628,20460,31981,596.34727324455,929.19873645231,2140,1849,15771,284.96993199597,359576.7,333868,283289.2,302209,47239,40082
AZ,2020,1288.37090548191,22858,22120,31676,479.64073761236,668.01199840206,1907,1652,15802,210.62242228645,365027.7,361266.1,281220.9,337183.5,50269,39131
AZ,2021,1737.6878888249,24684,23810,34415,648.93596392158,816.6936451712,1879,1627,10834,221.56176766438,395035.9,394399.4,318965.7,369238.9,54232,43859
AZ,2022,2093.82043200465,26179,24806,35758,689.21442928452,948.94743662161,1962,1878,12345,250.11565306684,410228.4,374592.8,321902.1,380701.1,50856,43703
AZ,2023,2136.46225889333,26854,25258,36069,692.84725525037,928.47994429575,1954,1915,11951,240.62512644785,422399.6,381769.1,328923,418331.6,51373,44262
CA,2008,6395.01081453892,102428,102428,137238,2602.41561089735,4978.24787428592,10745,9423,74772,1779.81283096752,2192331.8,1603306,1306204.6,1376342.8,43801,35684
CA,2009,6213.29651410436,109828,109828,143123,2637.50183252611,5090.336344253809,10623,9262,74886,1716.4579815134,2110679.4,1567285.7,1274423.7,1378288.7,42404,34480
CA,2010,6497.86587652217,120417,120417,152980,2644.84586369424,5150.81918366624,10484,9139,74140,1737.4005683901,2153852.8,1624234.9,1307631.2,1431825.6,43519,35036
CA,2011,6604.19451032261,128140,128140,160577,2785.7767385238,5259.991187818129,10537,9157,75310,1791.45079366457,2192887.2,1688931.8,1333097.2,1504645.4,44857,35406
CA,2012,6845.82699154527,129149,129149,161711,2768.669590771,5354.67394097333,11105,9620,77434,1802.10113573858,2255437.3,1753099.3,1359471.1,1590509.7,46169,35802
CA,2013,7255.044087326551,133832,133832,167704,2708.46925277106,5312.41038507658,11162,9672,79662,1875.52536032744,2340335.3,1755250.2,1384534.2,1587112.7,45838,36157
CA,2014,7346.787349668711,137170,137170,170601,2845.63112576749,5818.320012528329,11700,10129,84437,1976.15821101031,2428675.7,1834858.3,1426319.2,1679406.9,47489,36915
CA,2015,7647.51571392317,138088,138088,171664,3000.51800051812,6143.94341668046,11974,10414,87223,2067.39598503543,2545979.5,1951176.5,1482241.1,1786764.4,50073,38038
CA,2016,7988.670361807471,136667,136667,173643,3140.590019494,6568.8446048835,12144,10568,90479,2142.22152141121,2623711.7,2033539.5,1542765.3,1871763.1,51845,39332
CA,2017,8252.07099848007,138484,138484,175905,3221.16923635753,6805.46065400382,12669,10894,95607,2231.4347427653,2740550.3,2073859,1579558.4,1961488.7,52604,40066
CA,2018,8781.49697080412,142145,142145,179835,3350.28184596474,6849.41689025378,12976,11193,99139,2302.43107623532,2850970.3,2114414.8,1624412,2057748.6,53481,41087
CA,2019,9182.544048369193,145172,145172,184209,3500.74266305211,7110.16041691203,13348,11510,101632,2428.94690362059,2969609,2211989,1687489.6,2171147.1,55932,42669
CA,2020,6964.715257518191,143763,143763,181905,2797.92424957016,4875.54250484578,12017,10294,101423,1782.11073953305,2933320.2,2370495,1612029.1,2372279.8,60008,40808
CA,2021,9086.05795290745,150155,150155,178957,3476.7614123107,5800.66107716876,12085,10423,71814,1964.00115846211,3154188.6,2473737.1,1768939.6,2521037.8,63194,45189
CA,2022,10136.16519320303,155659,155659,191265,3760.69137623353,6694.89874089724,12077,10248,79995,2145.86465389906,3184007.8,2300588.4,1815443,2444168.2,58928,46501
CA,2023,10316.31563744168,158409,158409,194248,3826.1785145614704,6384.96667703741,11898,10130,77436,2074.84598499533,3248656.6,2335587.4,1862351.9,2694042.2,59940,47795
CO,2008,1062.12391574889,16460,15739,22875,463.83616642774,649.82633634559,1671,1642,10560,199.68349979995,281803.3,228236.2,188107.8,183754.7,46677,38470
CO,2009,1012.69052374202,17071,17007,22967,459.04431204312,663.4265020825,1645,1624,10539,194.65271367465,275659.1,220217.9,187581.5,180175.7,44290,37726
CO,2010,1127.21541597539,19801,19126,26695,503.03249696076,671.97607000862,1588,1558,10988,208.51685750128,279385.6,226621.4,193290.8,184323.2,44903,38299
CO,2011,1162.36103944813,21457,20778,28089,523.37939650165,689.36579910864,1637,1601,12419,235.72285832845,283963.8,233652,192643.3,197828.9,45646,37634
CO,2012,1191.71042670501,21281,20768,27471,505.12246600296,708.305907119,1702,1679,13062,242.56210541888,289339.5,242375.6,194602.5,208823.5,46717,37509
CO,2013,1305.00976645201,22638,22212,30081,519.62070714173,700.37731889656,1756,1718,14317,267.86367173794,301484.1,251229.7,201435.1,217662.1,47737,38275
CO,2014,1364.67787939211,24140,23926,30501,559.92122070539,770.53465999782,1939,1917,14884,284.82081497937,315399,268506.2,210537.6,235238.8,50261,39410
CO,2015,1470.95513588145,24837,24743,32295,613.43063650673,817.24423587032,2054,2017,15490,296.438472759,330526.1,279326.6,221798.9,243622.7,51333,40761
CO,2016,1552.0761140404,24913,24913,32906,652.48301147864,876.31962898886,2089,2079,15584,300.53957744201,337685.2,281611.3,231600.3,246133.3,50938,41892
CO,2017,1616.61913968493,25462,25462,33984,698.43245403543,902.14085486281,2267,2231,15955,310.50712072143,350209.1,295345.2,240861.8,264253.1,52744,43014
CO,2018,1818.9469100325,26989,26989,36504,754.57393981433,913.90529005314,2363,2342,16449,314.92179015373,365204.5,321261.3,255814.8,288001.5,56591,45062
CO,2019,1952.23400084955,27914,27914,39147,834.05844383304,952.16222994287,2485,2455,17118,340.76847035565,383725.6,331900.2,260194.4,307807.3,57865,45363
CO,2020,1511.38191871184,27587,27587,39673,687.10469216708,650.50117587803,2202,2174,16963,249.35860754538,380188.8,345630.9,252603.2,329650,59744,43664
CO,2021,2007.05346237362,29743,29743,39598,845.36996694795,767.3604082436,2234,2234,11798,263.4025142994,406451.9,372693,281873.9,361501.9,64129,48502
CO,2022,2348.06496836198,31556,31556,41737,920.40317177346,879.96784939576,2290,2050,13706,306.36101020243,418818.8,377585.6,295600.9,381394.1,64644,50608
CO,2023,2441.22297229139,32801,32801,43318,945.18572294054,841.20170626813,2225,2009,13360,294.60569414311,437056,385503.9,306884.9,412483.8,65589,52213
CT,2008,1162.05212246884,16949,16949,24483,503.87709980862,573.81031339743,1486,1486,9923,227.27396338796,277793.2,218101.9,148173.2,180625.9,61514,41791
CT,2009,1126.70264183203,18021,18021,26071,524.33065582149,612.96607907099,1467,1448,11263,249.77415017915,265530.8,215629.8,145062.2,186416.4,60539,40727
CT,2010,1170.11142482716,19622,19622,26959,501.02925524892,611.61477516876,1425,1421,11044,246.63793646729,266773.4,227260.5,151482,191948.2,63476,42310
CT,2011,1192.45138307421,21136,21136,28384,522.59832987494,622.78769317733,1438,1428,11027,246.78667756797,261555.8,226382.8,150748.7,194389.7,62986,41942
CT,2012,1294.38517699782,21036,21036,29587,545.24059944215,635.39098315067,1477,1451,11583,257.23610405574,263649.9,225685.1,152339.8,196342,62600,42255
CT,2013,1299.34321867276,21829,21829,30439,533.56062243985,620.55805323046,1466,1420,12233,277.14006191933,258911,217256.9,153654.3,187172.5,60178,42561
CT,2014,1288.05828197918,21934,21934,30800,567.45654220789,711.88631770078,1651,1545,13354,306.05246403954,260605.8,224560.1,158219.2,195077.7,62126,43772
CT,2015,1371.34617065184,23143,23143,31377,604.05412663228,750.40726987642,1717,1603,13430,310.82254848105,268869.8,228819.1,161087.9,199677.4,63352,44599
CT,2016,1443.76864286186,22739,22739,33709,668.4540521061,787.76331454069,1718,1595,13509,310.89457217663,268196.2,231104.6,162462.4,205557.5,64060,45033
CT,2017,1376.98961925789,22259,22259,31970,651.82605196489,870.87063663194,1722,1612,15618,359.82081207841,273875.1,233286,165214,210110.4,64666,45797
CT,2018,1475.08278716446,22625,22625,31919,656.68036230362,829.73006191894,1769,1659,15708,357.16542174442,274582.8,245903.7,173063.7,221036.5,68094,47924
CT,2019,1524.64239787603,23078,23078,32681,682.83514099363,830.13576472454,1760,1664,15431,359.46169337873,275225.4,249155.8,173553.7,227041.7,69073,48114
CT,2020,1080.69325557193,21220,21220,31251,527.40373136093,569.14391213419,1566,1475,15564,266.02804209546,260765.2,250633.4,167724.2,233555,70057,46882
CT,2021,1335.34508466384,21140,21140,28584,604.02106622736,662.032415993,1585,1470,10428,275.00766321134,269838.7,263467,183420.2,246705.9,73110,50898
CT,2022,1436.7834683743,21464,21464,30570,635.58811862843,664.96329778905,1519,1424,10931,274.87040187985,278975.9,248930.8,179159,249485.6,68981,49646
CT,2023,1440.00961767868,21462,21462,30849,637.64585926581,629.16093796989,1463,1381,10421,259.75595235,286628.4,260582.5,188560.7,275316.9,72040,52129
DE,2008,251.57599004551,3266,3266,5898,108.37096569763,112.64812416791,350,343,2683,40.42039100057,65771.3,40590.1,36696.1,32065.8,45923,41517
DE,2009,239.29477502344,3403,3403,6122,109.99691544014,118.29128637581,367,365,2641,38.54977292168,69186.2,40366.5,35898.2,33163.3,45268,40257
DE,2010,257.53187560941,3853,3853,6746,110.8497065243,123.76433039617,371,371,2719,39.55955670591,68291.9,40290.5,36712.6,33422.1,44778,40802
DE,2011,246.02416827018,3872,3872,6712,107.92411214181,126.74169260183,384,384,2706,38.96171956915,71103.5,42736.6,37849.8,35455.8,47055,41675
DE,2012,254.89586364782,3888,3888,6784,108.54399422289,119.09694244006,392,392,2755,39.13410549005,70562.4,42700,38291.9,35844.3,46582,41774
DE,2013,277.60336284822,4210,4210,7202,110.19092467909,124.14426840331,386,386,2792,40.68206491124,68656.8,43131.6,39146.9,36092,46593,42289
DE,2014,287.70707552685,4282,4282,7868,125.94868945711,139.29747957126,412,412,2990,43.8687483837,73961.7,43866.2,39894.5,37683.7,46902,42655
DE,2015,292.71698582428,4317,4317,7559,126.35048048015,143.94220288455,403,403,3082,45.63434197502,76211.2,46905.4,41521.9,39461.6,49650,43952
DE,2016,301.8938016628,4189,4189,7576,131.25662986003,152.60225669652,414,414,3155,46.72982569705,71941.4,47544.3,41901.2,40638.2,49881,43961
DE,2017,315.56104299669,4298,4298,7554,129.73271826141,140.1114219761,422,422,1646,23.52815943438,69555.6,48891.9,42804.6,42485.7,50844,44514
DE,2018,329.9684611188,4467,4467,7888,136.71506834302,162.34365355796,466,466,3323,46.89824937417,70856.4,50602,43890.4,45357.3,52105,45194
DE,2019,340.04208151094,4443,4443,7954,138.60004669945,176.19791632222,497,497,3656,52.32512358248,74627.8,51689.3,44833,46448.5,52672,45685
DE,2020,268.52788604352,4642,4642,8067,113.68666774062,120.29616788002,422,422,3547,37.29992014157,72506.8,54506.3,44161.1,48589.7,54954,44523
DE,2021,347.00780368848,4770,4770,8105,138.97005601278,146.36818899877,445,445,2370,37.36562273938,74657.1,56546.4,48142.8,52285,56272,47909
DE,2022,362.97812171913,5003,5003,8468,144.47759557303,148.91055689642,399,399,2448,37.22223657816,77149.2,57377.3,49312.6,55905.3,56282,48371
DE,2023,367.86881522035,5078,5078,8554,144.41797319527,144.34314899164,398,398,2383,35.74367317585,78014.4,57719.5,49762.5,60661.6,55936,48225
FL,2008,3972.4977980768094,65216,65216,74593,1333.39151375296,1735.69526085859,4877,4877,28136,467.24016757059,891766.9,801556.1,705589.9,652289.8,43264,38084
FL,2009,3854.9266337076497,69928,69928,77791,1355.29246658926,1772.92077278787,4891,4891,28244,452.94621876462,840480.6,768901.7,694561.9,631940.5,41222,37237
FL,2010,4026.5268076827906,76670,76670,83149,1369.49104974411,1796.69073764535,4818,4818,27919,461.27488393399,851956.4,805719.8,708341.9,672161.8,42761,37593
FL,2011,4087.3292264212,81587,81587,87278,1443.86433611424,1844.14452258063,4832,4832,28395,476.68489936659,849395.3,823940.3,720023.6,699989.8,43281,37823
FL,2012,4231.55152122731,82230,82230,87894,1444.74478133781,1895.80861921193,5207,5207,29247,483.62658256221,857861.3,832404.4,732252.1,720430.1,43201,38003
FL,2013,4478.80023003502,85211,85211,91151,1396.48143137253,1875.58541940537,5401,5320,30102,497.54280999812,880183.5,824741.5,749497.5,712530.1,42288,38430
FL,2014,4529.61133227783,87337,87337,92726,1485.20889683691,2064.57591234359,5646,5572,32066,533.33586924205,905648.5,867379.1,779921.4,757871.4,43829,39410
FL,2015,4708.90064858169,87921,87921,93304,1583.16628161841,2190.9235684665,5967,5726,33045,562.70060043225,945929,920580,816143.5,802776.3,45708,40523
FL,2016,4912.50623485938,87016,87016,94379,1650.94562578103,2350.59273306641,6167,5811,34425,583.40701481502,978989.7,947436.7,841243.9,842025.1,46141,40969
FL,2017,5067.74498388556,88174,88174,95609,1708.61176206005,2421.20474756309,6398,5991,36247,611.01483392234,1014866.9,1004622.8,871158.3,890172.4,48141,41745
FL,2018,5385.6383888621,90505,90505,97745,1806.70159938037,2454.16368301078,6708,6156,37482,639.17845572358,1050433.8,1055234,908456.3,964243.6,49937,42991
FL,2019,5623.95815993408,92432,92432,100122,1880.0118000499,2558.35806250351,7135,6329,38258,668.60077664146,1084913.9,1113090.4,938496.7,1023541.5,52127,43951
FL,2020,4259.77221311838,91533,91533,98869,1510.61134883548,1748.8372939851,6665,5661,38332,495.1545671844,1069758.8,1162755.8,917159.6,1086863.5,53853,42478
FL,2021,5549.52638048124,95604,95604,97267,1855.01473879697,2064.21331139309,6781,5731,26279,522.11480957573,1170526.3,1232192.8,1013265.9,1196387.6,56443,46415
FL,2022,6182.22625129974,99107,99107,103957,2030.16621742845,2368.52953603912,6773,5636,29945,590.44514851251,1239883.6,1210834.5,1060448.5,1237630.6,54430,47670
FL,2023,6283.18658996408,100859,100859,105578,2064.24853650982,2265.54102120754,6776,5570,28991,570.63981146091,1292787.6,1247046.8,1092049.3,1378615.6,55153,48298
GA,2008,1588.08623674819,23488,23254,31055,569.81748264904,648.27712151358,2472,2472,13626,205.00037209446,481860.3,399457.2,335885.3,297774.6,42027,35338
GA,2009,1485.7626698389,24472,24472,30753,557.07638826697,652.36909313252,2311,2311,13678,201.30166744138,464016.8,403761.1,336939.5,299789.2,41967,35022
GA,2010,1516.66915538512,26181,26181,31710,537.94837088194,658.36882164327,2296,2296,13521,203.08376371115,471588.2,395187.5,331359.9,306298,40688,34116
GA,2011,1511.4277696794,27298,27298,32641,555.75537262177,659.06525080335,2215,2215,13751,209.69812330437,481215.4,415469.5,340874.6,324492.2,42370,34763
GA,2012,1507.33800518997,27666,27666,31481,531.64804089334,699.75165110728,2372,2372,14164,212.38314670987,489027.3,410423.3,339789,332462.4,41427,34297
GA,2013,1652.78647091536,28701,28701,33262,521.36721772592,671.32984050802,2330,2330,14578,217.58443060258,499900.2,412610.1,349190.1,333490.4,41340,34986
GA,2014,1699.10895942921,29908,29908,34254,561.33415463064,777.42831776483,2524,2485,15529,233.23758712662,517511.9,432994.4,361754.1,355074.7,42964,35895
GA,2015,1788.21329038255,30305,30305,35345,608.62523460767,857.1196598963,2672,2654,16003,244.08495783503,540108.5,460266.7,376570.4,375453.3,45160,36948
GA,2016,1867.16302075754,30216,30216,35715,635.94295128247,924.11180439761,2811,2807,16672,253.83717810055,561718.3,473711.4,387188.7,392132.8,45908,37523
GA,2017,1981.82355622462,31434,31434,35843,637.97440413329,959.36861326531,3045,3001,17554,260.11956421556,583543.3,491844.9,399122.2,414875.6,47162,38271
GA,2018,2097.31534179261,32452,32452,38008,687.15404105765,999.13459007388,3163,3127,18152,267.2256637037,600934.7,508578.3,413280.4,438862,48285,39237
GA,2019,2229.37346722084,33774,33774,39779,742.33136664164,1042.07137993719,3182,3145,18527,284.01966407151,620744.9,529611.3,426037.5,460297.2,49761,40029
GA,2020,1750.43675138044,34729,34729,37690,569.80131614166,727.35454720703,2921,2864,18564,209.42384740659,604745.9,560217.1,417345.7,494762.3,52199,38887
GA,2021,2439.91758734676,39616,39616,41352,799.70991072787,933.52926612724,3025,2965,12727,226.30526761756,643013.8,581133,453294.4,533913.9,53857,42009
GA,2022,2719.01476736584,40326,39648,42459,828.28395164422,1187.14602646628,2882,2882,14502,252.10558550821,665678.1,563090.6,468477.5,537809.9,51597,42928
GA,2023,2781.17582664384,41428,40669,42939,839.80501397793,1141.93602127572,2821,2821,14040,243.99031447808,678201.2,567218.6,475973.8,583228.4,51429,43156
HI,2008,316.00703849743,3515,3377,6482,106.07490436122,109.74954241717,232,223,1700,30.183271316,76830.2,57070.7,48429.6,49878.4,42839,36353
HI,2009,296.28992255077,3702,3531,6378,102.93567836018,115.07047128645,246,230,1632,28.32298361263,74118.5,55419.6,46921.1,50635.3,41152,34841
HI,2010,321.68374447689,4224,4074,7025,101.52832976219,113.42937643006,234,224,1601,27.11160670046,76130.2,57291.7,48490.1,51879.6,41968,35521
HI,2011,326.79187971879,4453,4301,7677,109.87986374324,116.91179244438,229,223,1682,28.5233862239,77174.2,58168.3,48823.3,53784.4,41994,35248
HI,2012,328.04942005609,4343,4295,7616,111.48694077214,124.96091765342,260,258,1785,30.70080669305,78694,59780.8,50291.7,55487.6,42541,35788
HI,2013,357.46782515811,4614,4554,8089,107.50750385555,130.8799757976,246,241,1923,32.20398732564,80534.9,57699.9,49977.2,55608.1,40538,35113
HI,2014,348.154586122,4641,4464,7795,106.43321669489,144.86316917781,250,244,2146,35.539936843,81304.9,60764.2,51696.5,58411.7,42364,36042
HI,2015,367.49308759147,4834,4664,7890,113.94673232709,152.35087681503,256,245,2154,36.46108251746,83857.6,62961.5,52715.4,60613.2,43528,36445
HI,2016,370.10189853163,4702,4545,7380,112.99781644119,159.38069836888,260,246,2217,38.40892343779,85670.4,65647.9,54277,62818,45063,37257
HI,2017,368.9240433495,4924,4781,7180,110.36288317248,167.09546718757,240,232,2211,37.4432278288,87436.4,66836.5,55519.3,65432.2,45836,38075
HI,2018,416.48272060014,5214,4997,7665,115.96400544819,141.85369255725,238,226,2152,35.07526561731,88836.4,66685.8,56564.7,67147.3,45676,38744
HI,2019,421.68592054821,5141,4934,7864,124.31945795247,148.72690427605,247,233,2229,38.30322242805,88855.2,68047.8,57781.5,69866.3,46706,39659
HI,2020,286.83549427825,4828,4569,6458,79.98385365802,94.30953894394,226,214,1992,24.35804842224,79840.1,69989.9,54046.3,73811.2,48230,37243
HI,2021,355.80403995433,4826,4687,5948,94.22090793528,114.00867233206,236,224,1247,24.04042824583,84408.5,72197.7,58683.5,77744.8,49904,40562
HI,2022,385.9744154462,4926,4136,6601,104.84029043013,135.03176755835,232,220,1529,28.6368322601,86887.8,69884.9,60898.1,77406.9,48551,42308
HI,2023,389.16237504972,4912,4144,6843,107.07364868492,127.2982727999,228,214,1467,26.98607028707,88614.3,72620.2,63732.9,83644.1,50602,44409
IA,2008,530.6724885708,9366,9216,12335,196.5437943211,207.32414309904,1028,1028,7303,71.09363777886,160469.1,149119.1,115206.3,104110.9,49431,38189
