state,year,beauty_rev,beauty_est,beauty_ent,beauty_emp,beauty_wag,wellness_rev,wellness_est,wellness_ent,wellness_emp,wellness_wag,r_gdp,r_persinc,r_pce,disp_persinc,rpc_persinc,rpc_pce
IA,2009,519.61315963479,10040,9852,12906,198.69845059708,216.3088545088,1004,1004,7542,70.28917473255,156737.2,141685.1,112463.8,103229,46716,37082
IA,2010,531.62596759568,10615,10516,13778,195.74615892656,220.73023353733,994,994,7611,71.33487246282,161593.1,141341.1,112560.6,106224.6,46319,36887
IA,2011,531.58112497844,11233,10835,14282,203.87105784029,232.79799542453,1031,1031,7927,75.51628568845,164559.3,150625.1,116760.3,113269.9,49063,38032
IA,2012,521.77157799664,10962,10539,13606,195.04805157906,221.55374212258,1098,1098,8205,77.82351870782,170923.7,152906,116654.8,118077.1,49601,37841
IA,2013,540.96547241697,11058,10572,13431,180.53642990982,233.12628709632,1100,1100,8349,79.62693498121,171069.1,153386.7,117865.9,119480.8,49440,37991
IA,2014,550.26552724714,11405,10937,13760,194.18836689431,256.06637178027,1117,1117,9293,89.55621660165,180309.9,155922.6,120544.7,123370,49947,38614
IA,2015,556.35824436249,11043,10525,13752,205.71009624218,255.68299029606,1069,1069,8988,88.7404876446,185989.2,163694.5,124456.6,127158.9,52193,39683
IA,2016,562.36954776945,10676,10150,13246,203.08954292562,273.27068247298,1079,1079,9278,90.63430172501,186729.9,163762.3,127487.4,128254.5,51995,40477
IA,2017,577.90905076641,10672,10071,13082,206.37117086296,290.27191764019,1070,1070,9311,91.11876887035,187125,166102.4,130356.7,132160.8,52518,41216
IA,2018,584.13899652037,10825,10176,12567,195.65740868019,267.58171705853,1067,1067,9336,88.19788670343,189245.1,165388.8,127969.4,139211,52148,40349
IA,2019,595.22236997861,10595,9892,13138,209.80514793696,275.83848265888,1085,1085,9505,92.90870876505,188471.4,166728.2,129438.4,141887.2,52367,40655
IA,2020,451.15760452784,10452,9739,12163,157.34507418048,185.54513728499,978,978,8723,62.74156812962,186328.2,177596.3,127709.4,151558.6,55657,40023
IA,2021,587.05497608887,10677,10253,12796,205.98500783836,224.87977209593,988,988,6793,74.91894702668,201147.1,190688.4,138567.1,167396.7,59628,43330
IA,2022,603.67823083891,10920,10159,12513,203.62758411149,267.32648541595,972,972,7100,76.72015017344,201580.4,192241.8,142807.6,174469.3,60081,44632
IA,2023,601.72552157308,10878,10152,12419,201.45200815201,256.58461851786,946,946,6841,73.46995895342,202051.4,188363.2,143422.7,181363.8,58735,44722
ID,2008,155.06048361821,2778,2567,4033,55.61297761996,102.59818384277,433,433,3062,32.14133140944,63878.2,59275,49442,45030.1,38633,32224
ID,2009,152.7398291135,3113,2904,4076,54.05485654635,101.8384656111,444,444,2778,27.79082789443,61276.1,57571.7,48183.2,44632.5,37037,30997
ID,2010,156.59602167134,3280,3163,4478,53.71785357755,106.14132810448,440,440,2824,27.85003072814,62626.4,59590.2,49559.3,46203.4,37923,31540
ID,2011,150.85637219738,3362,3213,4335,53.06759590905,110.09922695308,437,437,3131,31.87740053909,62704,60845.2,49859.5,48406.4,38343,31420
ID,2012,152.04214772661,3422,3222,4229,51.22369171932,106.08437707988,438,438,3127,31.2238900407,62007.3,63129.5,50888.1,50778,39441,31793
ID,2013,170.80626237797,3627,3456,4554,51.03366478641,111.64583383246,459,459,3367,33.35776840308,64769.8,64489.2,52668.7,52301.8,39837,32535
ID,2014,172.08156613473,3694,3571,4515,52.86336789694,110.50127729748,452,452,3027,30.15941528786,66784.9,67002.8,54370,55056.4,40827,33130
ID,2015,186.5886910689,3741,3602,4984,62.39100728944,116.85451746096,464,464,3143,32.35427715451,67790.5,70479.1,55388.2,58068.7,42369,33297
ID,2016,184.12865878637,3483,3348,4616,59.15977061158,127.38583235283,470,470,3385,34.44498074448,70442.5,73782.4,58656.8,60326.5,43476,34563
ID,2017,211.40411698787,3864,3658,5045,65.44003661874,132.70747545042,517,517,3300,33.08116947752,72935.1,75774,60018.5,64179.3,43677,34595
ID,2018,236.67874864671,4183,3998,5660,72.53438047855,145.23485043819,564,564,3786,36.68344721907,77652.1,81948.1,64208.9,69122.7,46317,36290
ID,2019,261.71303284775,4477,4343,5993,79.36806306924,150.74310936819,554,554,4126,41.67527875426,81144.3,86867.1,65580.6,74639.1,48036,36265
ID,2020,215.62407262957,4719,4569,6242,68.43640592322,105.76715776184,488,488,4003,30.40623319571,82717.4,96590.2,67436.9,82235,52230,36465
ID,2021,299.77050007648,5071,5009,7042,93.62693637462,138.32811209237,534,534,3326,37.7440179359,88969.6,105920.6,76034.4,93493.1,55615,39923
ID,2022,344.35511427895,5388,5388,6916,93.54858525447,167.7545049234,547,547,3525,39.44287716784,92903.7,104061.6,79961.1,96414.4,53668,41238
ID,2023,357.98148023812,5564,5564,7215,97.23524823968,161.66178701954,544,544,3456,38.4283705702,95897.9,105985,82523.6,104074.6,53944,42003
IL,2008,2678.91003104516,34548,34548,66115,1386.677333175,1654.4988579256,3741,3631,29982,589.78854772132,759095.3,617142.7,485234.9,481936.3,48415,38066
IL,2009,2580.7994658939,37335,37335,68005,1400.81752769945,1716.18747055288,3666,3545,30096,576.14243793281,740794.3,583187.4,470010.8,474337.2,45573,36729
IL,2010,2726.98470227229,41679,41546,72121,1394.05767404099,1718.00770243474,3619,3499,29750,582.39726478141,755391.4,588136.5,476494.2,485767.9,45786,37094
IL,2011,2736.10177121552,44099,44099,74412,1431.52956072073,1752.46141315818,3733,3601,30258,596.3609378336,772225.6,601149.1,480659.7,501181.2,46628,37282
IL,2012,2801.79097219855,44556,44429,74383,1427.77689640778,1765.2506912502,4033,3865,31166,607.58925629348,790723.3,622873,487645.5,523039.5,48182,37722
IL,2013,2930.44755247339,46237,46021,73960,1336.73584805787,1758.44675141215,4007,3863,32076,631.47438893817,795435.2,631664.9,496107.5,528372.8,48740,38280
IL,2014,2950.87735371093,47380,47146,75305,1401.92414328488,1859.4916632918,4063,3926,34170,666.89952271564,811490.1,651001.4,509208.4,548692.2,50197,39264
IL,2015,3019.3256368372,47296,47296,73613,1445.15037255477,1969.17361410812,4185,4085,35212,700.40736297635,825424.9,683753.2,527627.7,570633.8,52746,40702
IL,2016,3132.71704161992,47459,46954,71995,1480.30647636064,2102.76885948149,4164,4031,36684,737.74957786678,826404.7,680906.2,534014.4,580489.9,52600,41253
IL,2017,3170.51106320833,47697,47470,72135,1476.34952169217,2208.45629117586,4416,4241,38624,752.82691801147,832826.8,685318.8,538080,601729.6,53031,41638
IL,2018,3367.49206533562,48750,48687,72872,1500.58269782205,2200.13443129029,4593,4395,39940,766.07395060088,851517.2,707358.8,549214.9,635136.3,54888,42616
IL,2019,3428.71301722252,48763,48763,72885,1557.56281223437,2200.98848541541,4449,4230,40767,818.63967553166,858018.3,721949.1,558248.3,651530.8,56185,43445
IL,2020,2521.59108163559,48139,48139,66969,1156.73470572949,1512.17309574677,3908,3687,40847,602.21986774792,810200.9,752256.6,535443,696720.6,58814,41863
IL,2021,3204.01374074085,49322,49322,64486,1405.59054442062,1819.71253272551,4133,3792,28003,641.98287829466,855888.1,767718.5,570283.3,736234.1,60496,44938
IL,2022,3541.64731827048,50175,50175,66831,1462.62632618864,2015.42553165003,4017,3817,31909,711.87378628612,876536,734669.4,587682.9,730484.3,58388,46706
IL,2023,3561.19568394026,50864,50864,66705,1457.23295113764,1905.19883315853,3916,3723,30893,685.9390382063,885651.3,761677.4,614597.2,790852.6,60693,48973
IN,2008,917.26356861503,15159,14257,23980,396.98226587708,440.51289518168,1786,1786,10961,140.5409047611,322384.3,276552.9,228367.9,202241.4,43045,35545
IN,2009,887.04328219218,16047,14966,25101,405.80524204801,462.07216330814,1828,1828,11020,136.72232165605,299789,268703.6,224090.8,201799.2,41599,34693
IN,2010,918.70556345565,17038,15979,27607,417.69755549462,462.47844551014,1751,1751,11108,140.56294327348,320731.8,274616.9,226320,210496.1,42305,34865
IN,2011,899.82070462959,17514,16352,27929,419.23428030316,459.87910527727,1759,1759,10750,136.51309621369,321532.8,286855.4,230867.7,221690.5,43987,35402
IN,2012,889.28834231556,17522,16238,26693,399.73660402796,452.59903685588,1777,1777,10975,137.84483554053,323876.2,292577.9,234115.8,232188.7,44692,35762
IN,2013,930.51447424226,17549,16179,27233,380.56029353778,466.62108333439,1808,1808,11755,147.74891098757,333207.4,291964.9,235982.9,233313.5,44362,35856
IN,2014,913.86981443773,17448,16079,26875,398.07015411026,489.74875530157,1782,1782,11986,153.69189207418,343827.8,299357.3,241348.2,242163.9,45287,36512
IN,2015,921.64551534035,17299,15931,25368,396.69567766524,509.84868374583,1796,1796,11937,156.17895902394,341205.2,314400,250295.3,250011.3,47429,37758
IN,2016,937.59303798174,16776,15370,24733,400.62813373245,531.18022897074,1789,1789,12034,157.44065875377,348439.2,320397.1,256588.4,256746.2,48117,38534
IN,2017,981.13823126339,16800,15556,24520,399.21643161802,628.14809243934,1854,1854,14111,180.67140060358,357535.8,328648.6,266105.8,267878.7,49153,39799
IN,2018,1008.16002828056,17082,15758,24753,410.8863061586,614.33505542585,1989,1989,15407,196.70825764121,368762.9,331557.6,267173.3,283620.4,49295,39723
IN,2019,1053.60347948982,17467,16018,25727,433.59293909379,642.498342537,1946,1946,16170,211.47086238297,370507.2,340327.2,269964,293881,50331,39925
IN,2020,820.47450828512,17365,16095,25158,345.68999335892,449.27639123505,1776,1749,15554,150.64902572648,359787.3,366859.1,270542.2,316759.3,54036,39850
IN,2021,1085.105093797,18655,17013,26653,456.95013371466,542.21459873309,1815,1778,12749,189.8401212335,387122,387640.6,289240.8,349100.7,56891,42449
IN,2022,1181.62715402719,19513,17713,27337,473.5138233297,593.25761335492,1782,1782,12886,187.87934169677,399280.8,378049.9,302338.5,352963.2,55333,44252
IN,2023,1180.9634971871,19630,17848,27276,471.42737647627,561.21629926784,1740,1740,12267,177.95479354426,404290.3,378613.4,305980.2,375480.4,55174,44589
KS,2008,463.13549132107,8111,8111,11202,177.63691302712,256.20331270018,803,800,6027,77.81988607378,147265,144002.4,110663.1,102414.4,51282,39409
KS,2009,450.52157723948,8623,8623,11848,184.4423279806,267.17793532768,796,796,5976,75.05748298258,141902.5,136817.7,106339.3,101627,48299,37540
KS,2010,461.66996103063,9120,9120,12764,182.81232765187,240.73362915944,697,697,5353,67.41679801924,143870.1,135439.8,105773.7,103304,47376,36999
KS,2011,463.55133687565,9607,9607,13131,188.03102452879,235.07876216829,666,666,5187,66.0583962721,147836.8,143276,107580.8,110895.4,49878,37452
KS,2012,453.45822835643,9514,9514,12580,180.43042528569,253.56255081148,708,708,5471,69.19820091673,150077.1,147397.5,107494.9,117210.5,50982,37180
KS,2013,477.77274162969,9572,9572,12238,164.25300971658,246.56036898896,715,715,5741,72.8612698522,150702.9,149555.2,108661.1,118814.7,51540,37447
KS,2014,488.36385665553,9846,9846,12618,175.85053067256,269.91672378379,792,760,5889,74.70275316528,154110.1,149103,109679.3,120832.3,51211,37670
KS,2015,505.03443691028,9608,9608,12937,191.5567331516,279.04690780241,779,768,5941,77.38008451238,158602.6,150962.5,112680.2,121933.7,51652,38553
KS,2016,513.47252079138,9208,9207,12925,196.33561265321,303.20545059879,812,794,6236,80.43991765784,164643.7,151347.9,115222,122553.1,51703,39362
KS,2017,529.02533663137,9343,9130,12674,195.53655873503,339.2589766001,846,806,7622,97.2234398878,166273.6,154694.8,117367.2,126799.2,52843,40092
KS,2018,550.40885688452,9454,9217,13264,205.5749907813,324.50099100301,840,787,7614,95.42410811517,169796.9,156470.6,117900.6,132255.8,53374,40217
KS,2019,570.55151886261,9324,9133,13880,220.86482096166,324.39123762004,837,791,7360,95.54607166355,169562.3,159653.1,119196.3,137015.3,54419,40629
KS,2020,443.80473620263,9480,9200,13175,169.25034254131,227.6058554495,722,672,7573,72.09434478182,168056.8,168145.8,117488.2,145490.9,57229,39987
KS,2021,607.03396303701,9963,9831,14841,229.63162063527,279.2250292908,736,699,6152,86.9134324218,172782.4,174737.3,125880.6,153995,59476,42846
KS,2022,720.01228616136,10336,10336,15764,254.59950968924,309.41205931733,757,757,6579,94.03518975749,177470.1,175964.6,131627.4,159775.3,59919,44821
KS,2023,725.01530191035,10268,10268,15935,254.7162879224,294.54518182133,732,732,6388,90.10936865561,183795.6,179467.7,133865.8,173793.6,61032,45524
KY,2008,494.06703353717,7996,6701,11847,178.92228484585,271.92027820896,1016,1016,6776,84.50587050233,186515.9,176022.8,148684.2,125731.4,41032,34659
KY,2009,499.81416990185,9006,7175,12744,189.84705419893,270.04702927848,982,982,6435,78.43320895203,178112.8,176870.8,151289.1,126749.8,40970,35044
KY,2010,566.69106098017,11030,7888,14289,195.26653595981,286.89982327205,1030,1030,6551,79.82534710563,186720.6,176725,150980.7,131377.4,40634,34715
KY,2011,609.40241058108,12812,8400,15275,211.77497529368,279.05435649663,966,966,6503,81.32025466522,188389.8,180670.3,152633.1,136662.7,41303,34893
KY,2012,516.38091634123,9946,8376,13542,182.6779580808,244.50017637172,998,998,5722,69.02365796441,192060.1,182952,153106.1,141735.8,41635,34843
KY,2013,532.25464314877,10094,8652,14050,180.72925036576,262.38718336833,1002,1001,6220,76.73418687059,196698,181706,154549.7,141839.9,41147,34998
KY,2014,525.88512971912,10158,8835,13902,185.31593520027,278.11247250667,1019,1015,6225,76.5940338393,196795.8,186725.1,156694.4,147914.4,42161,35380
KY,2015,532.60187956781,10055,8843,13344,187.55113718359,293.95208787086,1087,1072,6137,76.94417506047,199487.1,195535.5,162836.3,153771,44002,36644
KY,2016,539.85188602245,9572,8737,13227,194.40284444369,305.34919254603,1025,1018,6465,81.8158168924,201007.2,197156.3,166616.2,156260.1,44228,37377
KY,2017,548.96578147895,9533,8822,13556,201.26194784448,341.27361039528,1050,1050,6956,86.5847711116,203564,201330.6,171290.5,161763.3,44982,38270
KY,2018,543.98402988053,8842,8842,12934,195.33080541361,312.43088294664,1003,1003,7516,93.08844868937,205940.1,206072.9,177421.5,167970.7,45924,39539
KY,2019,557.10515918904,8773,8773,13034,201.46245059529,329.27096463087,1068,1068,7684,98.26168997244,211783.1,211230,178158.9,175487.7,46959,39607
KY,2020,414.9840045676,8672,8672,12036,149.91393554731,219.78517558063,925,925,7163,67.05072578017,206049.6,228182.3,176713,192255.9,50615,39199
KY,2021,529.88648741053,8971,8971,11832,183.48016224453,265.6657496498,914,914,5694,81.75992410722,215133.2,240400.4,190930.9,210506.5,53332,42358
KY,2022,547.64912535984,9091,9091,12091,188.95287251489,319.2647214221,921,921,6250,87.64975964677,219755.6,229326.8,194140.4,209992.8,50831,43032
KY,2023,551.85709292639,9151,9151,12311,190.23755388334,302.69735864858,893,893,6012,83.13458172738,224418,230020.2,196283.3,225150.8,50820,43366
LA,2008,494.69175241233,7881,7881,10025,166.22986614076,266.11405501361,1143,1143,4954,70.69126533603,237061.6,208684.8,157968.5,152758.5,47048,35614
LA,2009,482.25049552396,8314,8314,10547,169.855981866,283.7332962389,1205,1205,4982,68.41912348073,241868.8,206489.2,161045.2,152117.2,45972,35854
LA,2010,513.08438364928,9323,9323,11359,169.94919782474,290.44771277994,1207,1207,4988,69.34283234024,253466.9,207753.8,161200.2,159616.1,45712,35469
LA,2011,509.74621641252,9856,9856,11658,173.71683955237,303.34593761039,1257,1257,4997,69.98180250282,241235.9,207629.7,162546.2,163574.7,45363,35513
LA,2012,494.42237605677,9934,9925,11376,168.66141565195,304.52964829695,1364,1364,5281,72.95287669518,242416.8,213483.3,164047,170767.5,46373,35635
LA,2013,548.36771291087,10178,10178,11881,165.88806693805,304.75590715887,1328,1328,5612,78.30484842713,236482.3,213536.8,166723.9,171884.1,46138,36023
LA,2014,553.61690999078,10697,10697,11245,164.27892319493,329.60426430637,1362,1362,5912,83.07109643943,243042.9,218320.6,169122.2,178989,46963,36380
LA,2015,618.28232624448,11642,11642,11939,181.9294104914,339.3680808122,1315,1315,6120,86.70282440802,239584.1,220101.4,174337,180068.9,47125,37327
LA,2016,674.00532714861,11768,11768,13364,215.07576641252,355.10887768304,1278,1278,6408,92.54826687454,235554.2,215097.6,175381.1,178775,45906,37430
LA,2017,741.07110768226,11833,11833,14334,230.14890119046,378.28798851525,1356,1328,6936,97.30523847902,239830.7,220724.6,180159,185213.7,47178,38507
LA,2018,768.33324761326,12435,12435,14569,235.17271512102,372.16197818853,1371,1343,7443,102.67475999897,245220.3,229692.2,185849.5,194327.8,49184,39796
LA,2019,811.20048841176,12866,12866,15435,253.7789049475,373.39038742035,1384,1368,7137,101.15993347652,246674.4,232859.9,187333,199984.9,49921,40161
LA,2020,622.13426926245,12549,12549,15089,203.14081081727,255.00542322779,1240,1185,6587,69.45280474097,228951.3,245197,182797.1,215877.4,52708,39294
LA,2021,837.61259261123,13518,13518,15815,266.17432744049,337.93846602483,1313,1260,5991,97.3018185736,237839.2,255861.5,196764.9,232621.5,55297,42525
LA,2022,998.95602984499,14082,14082,16846,280.8361421893,407.00920648149,1246,1246,6049,94.30901966376,236854.1,243667.3,200602.5,229001.7,53109,43723
LA,2023,1017.04089090383,14397,14397,17071,285.44289381773,387.84176740644,1224,1224,5927,92.41118255474,248615.5,253006,208069.2,245273.4,55317,45492
MA,2008,1921.79613252921,26687,26687,43789,1067.52267831419,1293.05643367446,2992,2992,24631,561.05664590286,447526.8,352308.8,285126.5,283455.9,54461,44076
MA,2009,1881.10611679567,29063,29063,45173,1052.85507293613,1321.14397430432,2998,2946,24724,533.5304907887,441307.6,353100.9,285215.4,291998.7,54176,43761
MA,2010,1998.73521882149,32514,32514,48550,1062.19553718316,1335.80957870115,3071,2910,24440,539.49295922928,462330.8,365865.6,292237,303598.9,55690,44482
MA,2011,2067.1699685435,35111,35111,52589,1150.16562482462,1363.07486128522,3099,2916,24857,554.86670033293,472664.3,374037.9,295472.7,312773.4,56410,44561
MA,2012,2199.18929697549,35511,35511,53759,1170.15063789987,1386.55154231824,3203,3060,25603,563.88637608059,483286.3,381927,298850.8,325798.7,57056,44645
MA,2013,2311.33163431373,37201,37201,56150,1156.11383426619,1374.56329556704,3230,3068,26350,588.73450490889,486991.8,383734.2,306903.9,321324.5,56782,45413
MA,2014,2339.49863686587,37859,37859,57945,1232.4228045559,1504.32856048885,3340,3194,28070,623.55959753127,496250.9,391031.1,311238.2,334155.5,57329,45630
MA,2015,2440.44114078839,38207,38207,59415,1335.33136324544,1587.32588073829,3474,3269,28927,656.22093557584,514398.7,414493.3,320862.7,354729,60363,46728
MA,2016,2551.16028443064,38093,38093,59832,1395.21071972211,1695.83456736088,3443,3304,30135,684.75840395803,521662.8,413376.8,318760.4,370077.6,59826,46133
MA,2017,2582.69939724699,37886,37886,59982,1400.63499766359,1755.61559690333,3529,3406,31730,702.95555749124,530129.4,429672.4,330798.8,388416,61742,47535
MA,2018,2741.81568642474,39276,39276,59543,1399.58146701253,1765.65034342782,3531,3486,32812,715.66442534809,549262.1,443038.1,337776.1,410699.8,63341,48292
MA,2019,2821.1511112283,39588,39588,60246,1460.62311364911,1831.51923526944,3591,3560,33490,760.09086443596,566326.8,458714.6,344746.6,429843.6,65374,49132
MA,2020,2084.85895751446,38780,38780,58687,1143.05759756105,1254.98283616489,3196,3164,33555,555.76315777669,559765,475960.8,323459.2,463351.8,68017,46224
MA,2021,2667.34352912583,39950,39950,56481,1394.15028587808,1492.02756630717,3091,3091,23004,594.99158428459,595911.8,504818.8,358112.5,490094.7,72200,51218
MA,2022,2931.73512443272,41064,41064,61663,1553.64974984921,1720.7969915019,3064,3064,26214,670.73200663235,608052.9,474183.4,357141.7,484879.2,67908,51146
MA,2023,2970.36310229688,41579,41579,62670,1582.15252035028,1639.95628826041,2989,2989,25379,648.75364419696,615504.5,486679.8,370964,532858,69512,52984
MD,2008,1607.24460443813,18232,18232,38756,819.39256646389,811.86321577862,1959,1935,16294,284.49012411816,338165.4,287439.7,217969.5,240997.6,50561,38341
MD,2009,1533.03296363992,19448,19448,39016,813.65175907864,820.25858935617,1924,1906,15842,270.34427432352,336285.8,282935.8,213172.9,245801,49375,37200
MD,2010,1610.4568807817,21351,21351,41478,804.12132703125,833.59971443836,1938,1893,15562,269.03720664287,352622.9,293197.2,220732.1,254446.7,50624,38112
MD,2011,1599.88669637559,22192,22192,42516,830.95406463537,841.02995368895,1903,1852,15951,281.2135038413,360155.9,299337.8,221893.5,265399.8,51126,37899
MD,2012,1728.14905142908,22448,22448,43507,845.43283053169,819.15368959404,1905,1830,15297,265.81508805608,361561.8,306124,227546.1,271959.7,51755,38470
MD,2013,1782.54362454747,23624,23624,45106,825.08710422611,825.34275693389,1958,1846,16380,287.34175185112,364633.2,297914.9,227197.5,267672.4,49957,38098
MD,2014,1784.57356542088,23972,23972,45724,868.65796754732,872.35922023729,2055,1952,16242,284.82504616794,370343.9,304757.3,232539.1,275659.4,50708,38692
MD,2015,1827.05323493166,24013,24013,45550,911.57227171986,918.47708069102,2014,1873,17580,313.86109129428,378745.9,317545.8,238012.9,286550.9,52484,39339
MD,2016,1853.79873914593,23217,23217,44206,903.80301739945,983.47756403563,2047,1910,18259,321.49840483237,391950.9,327193.2,242934.2,296325.1,53810,39953
MD,2017,1826.54081452718,22973,22973,44251,912.87880501654,1002.69595681922,2065,1923,19282,333.54287801914,399714.5,334366.7,247089.4,307470.3,54693,40417
MD,2018,1932.09314286502,23169,23169,43228,899.47796479682,1010.1868929316,2037,1895,20291,346.26344954353,402480.9,339610.8,252331,318406.1,55318,41102
MD,2019,1948.15219315976,22955,22955,43137,933.08600697918,1035.64483655693,2076,1945,20148,360.56803500845,402506.2,350412.4,256978.5,326839.3,56850,41692
MD,2020,1434.4293930825,23152,23152,40057,694.49672269873,680.17756277884,1761,1618,20328,264.88085000637,388782.8,360821.3,242581.6,347107.2,58445,39293
MD,2021,1851.28195945617,23693,23693,38480,836.37844941718,794.24377617999,1787,1663,13664,275.03111062118,406953.1,369622.4,260384.6,367007.6,59857,42167
MD,2022,1932.27100456288,24119,22799,39425,867.78334898232,877.79370197436,1733,1727,15141,299.11578140447,416406.2,361298.9,268193.3,367311.5,58615,43510
MD,2023,1933.52445124401,24195,22845,39651,869.56550740481,829.65573440587,1674,1674,14592,286.3867511673,422866.3,372195.1,276538.1,399744.8,60223,44745
ME,2008,190.59070268837,3486,3486,4437,78.74411965949,110.84595468296,517,517,2525,33.55201409234,59845.1,55982.4,51749.8,44003.4,42076,38895
ME,2009,179.19743841309,3588,3588,4493,75.52267649719,112.30204737217,481,481,2741,34.18494308819,58771.8,56183.4,51867.2,45094.6,42256,39010
ME,2010,182.20184328562,3864,3864,4565,68.51525942815,108.62331294733,449,449,2619,31.78113316784,59958.5,57177.8,53454.2,46126.8,43057,40253
ME,2011,192.71704846346,4263,4263,5145,78.33422471591,108.08320215814,449,449,2590,32.24979799501,59429.7,58920.9,54944.2,47543.6,44299,41310
ME,2012,186.20017834693,3993,3993,5007,76.17142601706,96.40013222914,441,441,2499,30.81553418627,59181.7,58117.2,53738.2,48197.8,43666,40376
ME,2013,197.61657262364,4174,4174,4973,71.20203777836,99.29810582002,410,410,2546,31.6934005061,59013.9,56565.7,53548.7,47819.9,42445,40181
ME,2014,194.05553235349,4210,4210,4704,70.35828132465,109.90809217184,439,439,2658,33.26559698579,59589.8,61195.9,57131.5,49435.7,45784,42743
ME,2015,196.5827639403,4105,4105,4668,73.40952294263,119.46593466024,454,454,2820,35.87362004002,60563,61517.9,56698.4,51298.6,46054,42446
ME,2016,202.64970955042,4030,4030,4568,72.81780827225,125.16719437873,453,453,2895,36.02565314687,62037.1,62117.5,58007,52865.1,46346,43279
ME,2017,208.01883865534,3953,3953,4692,75.65313623306,123.51512311055,439,439,2660,32.60146329321,63000.6,63401.4,59583,55340.1,47140,44301
ME,2018,219.87988340801,3979,3979,4827,79.95612659522,125.76366308185,464,464,2991,36.83887080372,64806.3,64801.5,61309.8,58105,47980,45394
ME,2019,233.32712204431,4027,4027,5153,87.84392596076,134.80960073064,486,486,3192,40.81096865883,66758.4,68684.7,63598.8,60761.2,50596,46849
ME,2020,176.26431273483,3845,3845,5039,69.61397946187,99.66756555653,417,417,3533,33.25633163419,67410.9,72531.2,61573.5,66646.8,53155,45125
ME,2021,230.02927590231,3968,3968,5236,88.69697061424,119.77529092924,417,417,2734,38.87413445816,71142.4,77089.5,67419.5,72637.6,55911,48898
ME,2022,252.59266376515,4022,4022,5131,87.56552649627,168.39725164492,420,420,2762,38.34634453167,73036.2,73379.1,66988.4,74763.3,52816,48216
ME,2023,255.09282244354,4011,4011,5179,87.88568639684,161.30739349104,403,403,2700,37.16711607478,75195.4,77721.3,71878.3,81105.9,55685,51499
MI,2008,1627.2447881965,26323,26323,40514,641.78461836958,764.21150781169,2055,2039,16916,277.1385706055,455256.7,417247.4,352913.9,317728,41948,35480
MI,2009,1528.24267398326,27285,27285,41282,631.86933047907,780.53878387658,2031,2004,16520,259.10388243427,416297.1,397562.6,346799.9,310788.5,40151,35025
MI,2010,1554.99083424433,28719,28719,43626,644.17756424401,787.246134819,2005,1978,15666,258.32946976201,441271.5,404923.1,353731.7,321080.3,40984,35802
MI,2011,1559.42099313379,29898,29898,45888,672.60048240036,801.95644888804,2015,1982,16045,265.67314798432,453989.1,422694.3,362636.1,336072.2,42715,36646
MI,2012,1515.41315127136,29954,29954,44397,645.96194147375,816.57217491419,2124,2082,15646,254.93471159516,463302.6,431789.3,368854.2,348254.6,43523,37179
MI,2013,1599.32238346088,29664,29639,44129,598.94663860198,808.30390324595,2135,2094,15918,259.47782895071,472779.9,429051.8,374474.9,347736.1,43131,37645
MI,2014,1574.77385952124,29751,29422,44084,627.88223321148,884.33777816792,2237,2193,17260,284.17322635695,479534.9,439730.3,383211.2,362554.6,44084,38417
MI,2015,1590.00943470984,28800,28205,43318,648.40728001996,932.58991592512,2289,2253,17599,294.3108830679,490618.7,471528.9,402530.9,380285.6,47212,40304
MI,2016,1609.59248369317,27702,27005,42142,646.75347584184,996.0030420322,2322,2287,18682,309.22017157539,500159.5,480853.1,414519.1,389478.1,48003,41381
MI,2017,1721.6242291104,27516,26734,43195,679.72124069517,1031.72795355972,2423,2358,19032,314.48072572229,505101.5,491845.4,427670.8,402996.6,48940,42555
MI,2018,1731.1173371899,27272,26697,43709,690.21976993051,1034.98553463591,2481,2422,19993,324.26375206344,516843,492973.4,428255.5,422585.8,48952,42526
MI,2019,1774.08757251848,26914,26547,43860,712.38384120081,1073.48000599836,2552,2491,20371,342.81461529635,521085.1,496935.1,429776.8,436457,49308,42645
MI,2020,1360.3275721533,25676,25562,43974,580.01551201576,735.63776248889,2298,2228,20446,253.82244639943,501893.8,539609.5,419889.4,479235,53583,41694
MI,2021,1662.93473536118,27147,26370,41166,687.25822664643,877.7797290849,2311,2255,14502,280.78697370827,530380.9,557378,451882.3,509371,55526,45017
MI,2022,1941.45606578821,28350,28350,41167,683.91692056794,1010.85324169118,2309,2218,15565,290.65389757578,543720.9,536034.9,459977.8,507220.3,53426,45845
MI,2023,1922.77167024803,28110,28110,40839,678.16517018234,962.84435934558,2275,2193,14986,278.90404433178,554256.2,541161.2,461782.5,548158,53915,46007
MN,2008,1425.11658082692,19410,19410,35628,713.94761676374,701.34481238721,1829,1739,15310,263.40857014595,309290.4,261617.2,217775,195929.5,49860,41505
MN,2009,1429.99852540499,20916,20916,37494,741.60681905386,714.64684749969,1819,1775,15369,258.60753279793,296875.2,246937.4,210783.9,193510.5,46758,39912
MN,2010,1421.28329805702,22631,22631,38995,714.1644994165,722.47839121969,1728,1653,15192,257.94658489573,308091.9,256175.2,216643.3,201253.4,48224,40782
MN,2011,1449.52785481682,24021,24021,41141,750.72552255733,739.77743881898,1821,1729,15451,264.42288079126,315213.3,268028.4,221412.2,212489.9,50071,41363
