state,year,beauty_rev,beauty_est,beauty_ent,beauty_emp,beauty_wag,wellness_rev,wellness_est,wellness_ent,wellness_emp,wellness_wag
AR,2014,216.60398395565,5049,4761,5049,65.29404645996,126.30079121688,658,658,2483,33.76273167818
AR,2015,227.07894905765,5069,4718,5069,69.85351617713,136.99990413353,676,676,2713,37.34940375512
AR,2016,243.38102694038,5236,4836,5236,75.54257481214,138.89070048799,637,637,2775,38.27413983276
AR,2017,251.31450801926,5359,5029,5359,76.59277768437,132.71015270463,589,589,2681,36.66739558127
AR,2018,271.1574813307,5249,4985,5546,85.89633726745,132.21291366678,629,629,2646,35.7686889349
AR,2019,290.35388176613,5489,5255,5781,92.37712905335,143.42656323446,673,673,2867,40.32601991735
AR,2020,239.89854090953,5888,5488,6012,78.70311332476,102.01974511328,627,627,2817,29.4911557148
AR,2021,319.20838451009,6241,5855,6745,107.9011021831,123.46312608698,621,613,2326,36.6670986172
AR,2022,369.23528517574,6414,6400,6738,108.04599257441,131.1131630108,614,614,2415,36.98262646936
AR,2023,376.82562213504,6516,6516,6928,110.63670557143,122.9387241243,605,605,2323,35.31689054562
AR,2024,378.45781775691,6592,6592,7051,112.27139997172,121.91393102897,607,607,2314,35.15864986414
AZ,2007,1140.40522664562,14580,13319,23733,430.47581734818,601.88502273708,1523,1402,10717,188.25756740925
AZ,2008,1124.09806688501,15474,14188,25787,464.01527619607,542.67310114913,1440,1381,11599,201.87090858412
AZ,2009,1064.27139237773,16285,14916,25777,453.84386839464,566.78851798035,1401,1257,11643,196.46637627968
AZ,2010,1098.99125770048,17757,16367,27122,438.98928908613,540.01035661627,1320,1185,11509,194.56066657811
AZ,2011,1098.42452683323,18678,17342,27856,460.29719349882,561.85795670162,1381,1234,11706,204.35828855692
AZ,2012,1083.23013989096,18981,17577,28147,457.9157206911,588.85580718567,1430,1276,12057,205.44302680175
AZ,2013,1170.1295049771,18988,17589,28546,434.71635970753,593.43867595282,1493,1338,12409,212.26797062079
AZ,2014,1185.47916422768,19799,18501,27955,448.90686058517,707.96521644653,1589,1403,13219,229.49542488713
AZ,2015,1230.41871428842,19521,18331,28659,480.14591437298,742.11530466993,1582,1392,13622,238.46804660686
AZ,2016,1280.76839560211,19326,18119,28742,488.09589329529,829.27458979267,1706,1532,14192,243.08807704741
AZ,2017,1360.00914181217,20171,18912,29951,527.86047783116,837.56425559678,1889,1648,14943,258.62641634692
AZ,2018,1453.03390576219,20483,19327,30683,553.48370124239,871.25798799275,2029,1730,15451,267.72493978681
AZ,2019,1568.03011686646,21628,20460,31981,596.34727324455,929.19873645231,2140,1849,15771,284.96993199597
AZ,2020,1288.37090548191,22858,22120,31676,479.64073761236,668.01199840206,1907,1652,15802,210.62242228645
AZ,2021,1737.6878888249,24684,23810,34415,648.93596392158,816.6936451712,1879,1627,10834,221.56176766438
AZ,2022,2093.82043200465,26179,24806,35758,689.21442928452,948.94743662161,1962,1878,12345,250.11565306684
AZ,2023,2136.46225889333,26854,25258,36069,692.84725525037,928.47994429575,1954,1915,11951,240.62512644785
AZ,2024,2145.31389221581,27429,25664,36012,693.71492736307,960.78258750857,1984,1984,11988,242.57769811808
CA,2007,6292.96193496483,96466,96466,131711,2492.98530849392,4878.60883568505,10894,9610,69020,1641.96556429405
CA,2008,6395.01081453892,102428,102428,137238,2602.41561089735,4978.24787428592,10745,9423,74772,1779.81283096752
CA,2009,6213.29651410436,109828,109828,143123,2637.50183252611,5090.336344253809,10623,9262,74886,1716.4579815134
CA,2010,6497.86587652217,120417,120417,152980,2644.84586369424,5150.81918366624,10484,9139,74140,1737.4005683901
CA,2011,6604.19451032261,128140,128140,160577,2785.7767385238,5259.991187818129,10537,9157,75310,1791.45079366457
CA,2012,6845.82699154527,129149,129149,161711,2768.669590771,5354.67394097333,11105,9620,77434,1802.10113573858
CA,2013,7255.044087326551,133832,133832,167704,2708.46925277106,5312.41038507658,11162,9672,79662,1875.52536032744
CA,2014,7346.787349668711,137170,137170,170601,2845.63112576749,5818.320012528329,11700,10129,84437,1976.15821101031
CA,2015,7647.51571392317,138088,138088,171664,3000.51800051812,6143.94341668046,11974,10414,87223,2067.39598503543
CA,2016,7988.670361807471,136667,136667,173643,3140.590019494,6568.8446048835,12144,10568,90479,2142.22152141121
CA,2017,8252.07099848007,138484,138484,175905,3221.16923635753,6805.46065400382,12669,10894,95607,2231.4347427653
CA,2018,8781.49697080412,142145,142145,179835,3350.28184596474,6849.41689025378,12976,11193,99139,2302.43107623532
CA,2019,9182.544048369191,145172,145172,184209,3500.74266305211,7110.16041691203,13348,11510,101632,2428.94690362059
CA,2020,6964.715257518191,143763,143763,181905,2797.92424957016,4875.54250484578,12017,10294,101423,1782.11073953305
CA,2021,9086.05795290745,150155,150155,178957,3476.7614123107,5800.66107716876,12085,10423,71814,1964.00115846211
CA,2022,10136.16519320303,155659,155659,191265,3760.69137623353,6694.89874089724,12077,10248,79995,2145.86465389906
CA,2023,10316.31563744168,158409,158409,194248,3826.1785145614704,6384.96667703741,11898,10130,77436,2074.84598499533
CA,2024,10334.24293617561,160541,160541,195304,3860.33494513984,6440.925019281751,11953,10180,77661,2092.71267107909
CO,2007,1006.46325769988,15236,14477,21235,435.41585796536,641.56515692326,1668,1650,10309,197.39734305321
CO,2008,1062.12391574889,16460,15739,22875,463.83616642774,649.82633634559,1671,1642,10560,199.68349979995
CO,2009,1012.69052374202,17071,17007,22967,459.04431204312,663.4265020825,1645,1624,10539,194.65271367465
CO,2010,1127.21541597539,19801,19126,26695,503.03249696076,671.97607000862,1588,1558,10988,208.51685750128
CO,2011,1162.36103944813,21457,20778,28089,523.37939650165,689.36579910864,1637,1601,12419,235.72285832845
CO,2012,1191.71042670501,21281,20768,27471,505.12246600296,708.305907119,1702,1679,13062,242.56210541888
CO,2013,1305.00976645201,22638,22212,30081,519.62070714173,700.37731889656,1756,1718,14317,267.86367173794
CO,2014,1364.67787939211,24140,23926,30501,559.92122070539,770.53465999782,1939,1917,14884,284.82081497937
CO,2015,1470.95513588145,24837,24743,32295,613.43063650673,817.24423587032,2054,2017,15490,296.438472759
CO,2016,1552.0761140404,24913,24913,32906,652.48301147864,876.31962898886,2089,2079,15584,300.53957744201
CO,2017,1616.61913968493,25462,25462,33984,698.43245403543,902.14085486281,2267,2231,15955,310.50712072143
CO,2018,1818.9469100325,26989,26989,36504,754.57393981433,913.90529005314,2363,2342,16449,314.92179015373
CO,2019,1952.23400084955,27914,27914,39147,834.05844383304,952.16222994287,2485,2455,17118,340.76847035565
CO,2020,1511.38191871184,27587,27587,39673,687.10469216708,650.50117587803,2202,2174,16963,249.35860754538
CO,2021,2007.05346237362,29743,29743,39598,845.36996694795,767.3604082436,2234,2234,11798,263.4025142994
CO,2022,2348.06496836198,31556,31556,41737,920.40317177346,879.96784939576,2290,2050,13706,306.36101020243
CO,2023,2441.22297229139,32801,32801,43318,945.18572294054,841.20170626813,2225,2009,13360,294.60569414311
CO,2024,2497.72496622799,33948,33948,44500,968.28986329101,850.55596917906,2205,2002,13490,297.30843117897
CT,2007,1192.09256404857,16143,16143,23049,480.80902025727,557.35091528215,1538,1538,8541,198.52623581154
CT,2008,1162.05212246884,16949,16949,24483,503.87709980862,573.81031339743,1486,1486,9923,227.27396338796
CT,2009,1126.70264183203,18021,18021,26071,524.33065582149,612.96607907099,1467,1448,11263,249.77415017915
CT,2010,1170.11142482716,19622,19622,26959,501.02925524892,611.61477516876,1425,1421,11044,246.63793646729
CT,2011,1192.45138307421,21136,21136,28384,522.59832987494,622.78769317733,1438,1428,11027,246.78667756797
CT,2012,1294.38517699782,21036,21036,29587,545.24059944215,635.39098315067,1477,1451,11583,257.23610405574
CT,2013,1299.34321867276,21829,21829,30439,533.56062243985,620.55805323046,1466,1420,12233,277.14006191933
CT,2014,1288.05828197918,21934,21934,30800,567.45654220789,711.88631770078,1651,1545,13354,306.05246403954
CT,2015,1371.34617065184,23143,23143,31377,604.05412663228,750.40726987642,1717,1603,13430,310.82254848105
CT,2016,1443.76864286186,22739,22739,33709,668.4540521061,787.76331454069,1718,1595,13509,310.89457217663
CT,2017,1376.98961925789,22259,22259,31970,651.82605196489,870.87063663194,1722,1612,15618,359.82081207841
CT,2018,1475.08278716446,22625,22625,31919,656.68036230362,829.73006191894,1769,1659,15708,357.16542174442
CT,2019,1524.64239787603,23078,23078,32681,682.83514099363,830.13576472454,1760,1664,15431,359.46169337873
CT,2020,1080.69325557193,21220,21220,31251,527.40373136093,569.14391213419,1566,1475,15564,266.02804209546
CT,2021,1335.34508466384,21140,21140,28584,604.02106622736,662.032415993,1585,1470,10428,275.00766321134
CT,2022,1436.7834683743,21464,21464,30570,635.58811862843,664.96329778905,1519,1424,10931,274.87040187985
CT,2023,1440.00961767868,21462,21462,30849,637.64585926581,629.16093796989,1463,1381,10421,259.75595235
CT,2024,1420.29739658379,21368,21368,30815,632.32367880917,629.57583966268,1437,1361,10292,255.24077685905
DE,2007,251.17509339125,3055,3055,6115,116.19098090615,59.69577135171,338,338,1097,17.11407295642
DE,2008,251.57599004551,3266,3266,5898,108.37096569763,112.64812416791,350,343,2683,40.42039100057
DE,2009,239.29477502344,3403,3403,6122,109.99691544014,118.29128637581,367,365,2641,38.54977292168
DE,2010,257.53187560941,3853,3853,6746,110.8497065243,123.76433039617,371,371,2719,39.55955670591
DE,2011,246.02416827018,3872,3872,6712,107.92411214181,126.74169260183,384,384,2706,38.96171956915
DE,2012,254.89586364782,3888,3888,6784,108.54399422289,119.09694244006,392,392,2755,39.13410549005
DE,2013,277.60336284822,4210,4210,7202,110.19092467909,124.14426840331,386,386,2792,40.68206491124
DE,2014,287.70707552685,4282,4282,7868,125.94868945711,139.29747957126,412,412,2990,43.8687483837
DE,2015,292.71698582428,4317,4317,7559,126.35048048015,143.94220288455,403,403,3082,45.63434197502
DE,2016,301.8938016628,4189,4189,7576,131.25662986003,152.60225669652,414,414,3155,46.72982569705
DE,2017,315.56104299669,4298,4298,7554,129.73271826141,140.1114219761,422,422,1646,23.52815943438
DE,2018,329.9684611188,4467,4467,7888,136.71506834302,162.34365355796,466,466,3323,46.89824937417
DE,2019,340.04208151094,4443,4443,7954,138.60004669945,176.19791632222,497,497,3656,52.32512358248
DE,2020,268.52788604352,4642,4642,8067,113.68666774062,120.29616788002,422,422,3547,37.29992014157
DE,2021,347.00780368848,4770,4770,8105,138.97005601278,146.36818899877,445,445,2370,37.36562273938
DE,2022,362.97812171913,5003,5003,8468,144.47759557303,148.91055689642,399,399,2448,37.22223657816
DE,2023,367.86881522035,5078,5078,8554,144.41797319527,144.34314899164,398,398,2383,35.74367317585
DE,2024,366.89798459551,5133,5133,8554,142.63531321864,147.97525251846,403,403,2402,35.67101162873
FL,2007,3913.8128213122,61421,61421,71588,1316.28625833812,1712.77075660911,5036,5036,25997,444.62879232261
FL,2008,3972.4977980768094,65216,65216,74593,1333.39151375296,1735.69526085859,4877,4877,28136,467.24016757059
FL,2009,3854.9266337076497,69928,69928,77791,1355.29246658926,1772.92077278787,4891,4891,28244,452.94621876462
FL,2010,4026.5268076827906,76670,76670,83149,1369.49104974411,1796.69073764535,4818,4818,27919,461.27488393399
FL,2011,4087.3292264212,81587,81587,87278,1443.86433611424,1844.14452258063,4832,4832,28395,476.68489936659
FL,2012,4231.55152122731,82230,82230,87894,1444.74478133781,1895.80861921193,5207,5207,29247,483.62658256221
FL,2013,4478.80023003502,85211,85211,91151,1396.48143137253,1875.58541940537,5401,5320,30102,497.54280999812
FL,2014,4529.61133227783,87337,87337,92726,1485.20889683691,2064.57591234359,5646,5572,32066,533.33586924205
FL,2015,4708.90064858169,87921,87921,93304,1583.16628161841,2190.9235684665,5967,5726,33045,562.70060043225
FL,2016,4912.50623485938,87016,87016,94379,1650.94562578103,2350.59273306641,6167,5811,34425,583.40701481502
FL,2017,5067.74498388556,88174,88174,95609,1708.61176206005,2421.20474756309,6398,5991,36247,611.01483392234
FL,2018,5385.6383888621,90505,90505,97745,1806.70159938037,2454.16368301078,6708,6156,37482,639.17845572358
FL,2019,5623.95815993408,92432,92432,100122,1880.0118000499,2558.35806250351,7135,6329,38258,668.60077664146
FL,2020,4259.77221311838,91533,91533,98869,1510.61134883548,1748.8372939851,6665,5661,38332,495.1545671844
FL,2021,5549.52638048124,95604,95604,97267,1855.01473879697,2064.21331139309,6781,5731,26279,522.11480957573
FL,2022,6182.22625129974,99107,99107,103957,2030.16621742845,2368.52953603912,6773,5636,29945,590.44514851251
FL,2023,6283.18658996408,100859,100859,105578,2064.24853650982,2265.54102120754,6776,5570,28991,570.63981146091
FL,2024,6285.08822716505,102217,102217,106151,2073.41320198833,2292.12059666278,6912,5597,29080,573.08000649223
GA,2007,1493.47661840386,21712,21650,30030,560.54995382452,706.12416340315,2603,2603,12590,192.93998261269
GA,2008,1588.08623674819,23488,23254,31055,569.81748264904,648.27712151358,2472,2472,13626,205.00037209446
GA,2009,1485.7626698389,24472,24472,30753,557.07638826697,652.36909313252,2311,2311,13678,201.30166744138
GA,2010,1516.66915538512,26181,26181,31710,537.94837088194,658.36882164327,2296,2296,13521,203.08376371115
GA,2011,1511.4277696794,27298,27298,32641,555.75537262177,659.06525080335,2215,2215,13751,209.69812330437
GA,2012,1507.33800518997,27666,27666,31481,531.64804089334,699.75165110728,2372,2372,14164,212.38314670987
GA,2013,1652.78647091536,28701,28701,33262,521.36721772592,671.32984050802,2330,2330,14578,217.58443060258
GA,2014,1699.10895942921,29908,29908,34254,561.33415463064,777.42831776483,2524,2485,15529,233.23758712662
GA,2015,1788.21329038255,30305,30305,35345,608.62523460767,857.1196598963,2672,2654,16003,244.08495783503
GA,2016,1867.16302075754,30216,30216,35715,635.94295128247,924.11180439761,2811,2807,16672,253.83717810055
GA,2017,1981.82355622462,31434,31434,35843,637.97440413329,959.36861326531,3045,3001,17554,260.11956421556
GA,2018,2097.31534179261,32452,32452,38008,687.15404105765,999.13459007388,3163,3127,18152,267.2256637037
GA,2019,2229.37346722084,33774,33774,39779,742.33136664164,1042.07137993719,3182,3145,18527,284.01966407151
GA,2020,1750.43675138044,34729,34729,37690,569.80131614166,727.35454720703,2921,2864,18564,209.42384740659
GA,2021,2439.91758734676,39616,39616,41352,799.70991072787,933.52926612724,3025,2965,12727,226.30526761756
GA,2022,2719.01476736584,40326,39648,42459,828.28395164422,1187.14602646628,2882,2882,14502,252.10558550821
GA,2023,2781.17582664384,41428,40669,42939,839.80501397793,1141.93602127572,2821,2821,14040,243.99031447808
GA,2024,2799.5301785151,42378,41628,42982,842.0162763396,1161.72043352079,2816,2816,14083,245.67567805942
HI,2007,338.86727856278,3360,3229,6500,106.62074827105,118.26005220899,252,249,1671,29.76936290285
HI,2008,316.00703849743,3515,3377,6482,106.07490436122,109.74954241717,232,223,1700,30.183271316
HI,2009,296.28992255077,3702,3531,6378,102.93567836018,115.07047128645,246,230,1632,28.32298361263
HI,2010,321.68374447689,4224,4074,7025,101.52832976219,113.42937643006,234,224,1601,27.11160670046
HI,2011,326.79187971879,4453,4301,7677,109.87986374324,116.91179244438,229,223,1682,28.5233862239
HI,2012,328.04942005609,4343,4295,7616,111.48694077214,124.96091765342,260,258,1785,30.70080669305
HI,2013,357.46782515811,4614,4554,8089,107.50750385555,130.8799757976,246,241,1923,32.20398732564
HI,2014,348.154586122,4641,4464,7795,106.43321669489,144.86316917781,250,244,2146,35.539936843
HI,2015,367.49308759147,4834,4664,7890,113.94673232709,152.35087681503,256,245,2154,36.46108251746
HI,2016,370.10189853163,4702,4545,7380,112.99781644119,159.38069836888,260,246,2217,38.40892343779
HI,2017,368.9240433495,4924,4781,7180,110.36288317248,167.09546718757,240,232,2211,37.4432278288
HI,2018,416.48272060014,5214,4997,7665,115.96400544819,141.85369255725,238,226,2152,35.07526561731
HI,2019,421.68592054821,5141,4934,7864,124.31945795247,148.72690427605,247,233,2229,38.30322242805
HI,2020,286.83549427825,4828,4569,6458,79.98385365802,94.30953894394,226,214,1992,24.35804842224
HI,2021,355.80403995433,4826,4687,5948,94.22090793528,114.00867233206,236,224,1247,24.04042824583
HI,2022,385.9744154462,4926,4136,6601,104.84029043013,135.03176755835,232,220,1529,28.6368322601
HI,2023,389.16237504972,4912,4144,6843,107.07364868492,127.2982727999,228,214,1467,26.98607028707
HI,2024,386.13840666488,4877,4142,7021,109.21338464907,126.92036020222,229,212,1458,26.72209164404
IA,2007,505.79884548982,9226,9138,12225,196.4693148027,160.17150980027,919,919,5161,50.73687026858
IA,2008,530.6724885708,9366,9216,12335,196.5437943211,207.32414309904,1028,1028,7303,71.09363777886
IA,2009,519.61315963479,10040,9852,12906,198.69845059708,216.3088545088,1004,1004,7542,70.28917473255
IA,2010,531.62596759568,10615,10516,13778,195.74615892656,220.73023353733,994,994,7611,71.33487246282
IA,2011,531.58112497844,11233,10835,14282,203.87105784029,232.79799542453,1031,1031,7927,75.51628568845
IA,2012,521.77157799664,10962,10539,13606,195.04805157906,221.55374212258,1098,1098,8205,77.82351870782
IA,2013,540.96547241697,11058,10572,13431,180.53642990982,233.12628709632,1100,1100,8349,79.62693498121
IA,2014,550.26552724714,11405,10937,13760,194.18836689431,256.06637178027,1117,1117,9293,89.55621660165
IA,2015,556.35824436249,11043,10525,13752,205.71009624218,255.68299029606,1069,1069,8988,88.7404876446
IA,2016,562.36954776945,10676,10150,13246,203.08954292562,273.27068247298,1079,1079,9278,90.63430172501
IA,2017,577.90905076641,10672,10071,13082,206.37117086296,290.27191764019,1070,1070,9311,91.11876887035
IA,2018,584.13899652037,10825,10176,12567,195.65740868019,267.58171705853,1067,1067,9336,88.19788670343
IA,2019,595.22236997861,10595,9892,13138,209.80514793696,275.83848265888,1085,1085,9505,92.90870876505
IA,2020,451.15760452784,10452,9739,12163,157.34507418048,185.54513728499,978,978,8723,62.74156812962
IA,2021,587.05497608887,10677,10253,12796,205.98500783836,224.87977209593,988,988,6793,74.91894702668
IA,2022,603.67823083891,10920,10159,12513,203.62758411149,267.32648541595,972,972,7100,76.72015017344
IA,2023,601.72552157308,10878,10152,12419,201.45200815201,256.58461851786,946,946,6841,73.46995895342
IA,2024,590.24345072485,10788,10123,12199,196.37387635735,260.4602625086,939,939,6828,72.93439625138
ID,2007,140.22506881113,2516,2297,3797,52.517652782,81.12771408669,419,419,2138,22.53245504876
ID,2008,155.06048361821,2778,2567,4033,55.61297761996,102.59818384277,433,433,3062,32.14133140944
ID,2009,152.7398291135,3113,2904,4076,54.05485654635,101.8384656111,444,444,2778,27.79082789443
ID,2010,156.59602167134,3280,3163,4478,53.71785357755,106.14132810448,440,440,2824,27.85003072814
ID,2011,150.85637219738,3362,3213,4335,53.06759590905,110.09922695308,437,437,3131,31.87740053909
ID,2012,152.04214772661,3422,3222,4229,51.22369171932,106.08437707988,438,438,3127,31.2238900407
ID,2013,170.80626237797,3627,3456,4554,51.03366478641,111.64583383246,459,459,3367,33.35776840308
ID,2014,172.08156613473,3694,3571,4515,52.86336789694,110.50127729748,452,452,3027,30.15941528786
ID,2015,186.5886910689,3741,3602,4984,62.39100728944,116.85451746096,464,464,3143,32.35427715451
ID,2016,184.12865878637,3483,3348,4616,59.15977061158,127.38583235283,470,470,3385,34.44498074448
ID,2017,211.40411698787,3864,3658,5045,65.44003661874,132.70747545042,517,517,3300,33.08116947752
ID,2018,236.67874864671,4183,3998,5660,72.53438047855,145.23485043819,564,564,3786,36.68344721907
ID,2019,261.71303284775,4477,4343,5993,79.36806306924,150.74310936819,554,554,4126,41.67527875426
ID,2020,215.62407262957,4719,4569,6242,68.43640592322,105.76715776184,488,488,4003,30.40623319571
ID,2021,299.77050007648,5071,5009,7042,93.62693637462,138.32811209237,534,534,3326,37.7440179359
ID,2022,344.35511427895,5388,5388,6916,93.54858525447,167.7545049234,547,547,3525,39.44287716784
ID,2023,357.98148023812,5564,5564,7215,97.23524823968,161.66178701954,544,544,3456,38.4283705702
ID,2024,366.23041533919,5719,5719,7449,99.17105733912,164.76417383808,551,551,3510,38.63479626323
IL,2007,2635.92126002906,32061,32061,62957,1326.38345059229,1633.55582710059,3747,3734,27702,548.10088398561
IL,2008,2678.91003104516,34548,34548,66115,1386.677333175,1654.4988579256,3741,3631,29982,589.78854772132
IL,2009,2580.7994658939,37335,37335,68005,1400.81752769945,1716.18747055288,3666,3545,30096,576.14243793281
IL,2010,2726.98470227229,41679,41546,72121,1394.05767404099,1718.00770243474,3619,3499,29750,582.39726478141
IL,2011,2736.10177121552,44099,44099,74412,1431.52956072073,1752.46141315818,3733,3601,30258,596.3609378336
IL,2012,2801.79097219855,44556,44429,74383,1427.77689640778,1765.2506912502,4033,3865,31166,607.58925629348
IL,2013,2930.44755247339,46237,46021,73960,1336.73584805787,1758.44675141215,4007,3863,32076,631.47438893817
IL,2014,2950.87735371093,47380,47146,75305,1401.92414328488,1859.4916632918,4063,3926,34170,666.89952271564
IL,2015,3019.3256368372,47296,47296,73613,1445.15037255477,1969.17361410812,4185,4085,35212,700.40736297635
IL,2016,3132.71704161992,47459,46954,71995,1480.30647636064,2102.76885948149,4164,4031,36684,737.74957786678
IL,2017,3170.51106320833,47697,47470,72135,1476.34952169217,2208.45629117586,4416,4241,38624,752.82691801147
IL,2018,3367.49206533562,48750,48687,72872,1500.58269782205,2200.13443129029,4593,4395,39940,766.07395060088
IL,2019,3428.71301722252,48763,48763,72885,1557.56281223437,2200.98848541541,4449,4230,40767,818.63967553166
IL,2020,2521.59108163559,48139,48139,66969,1156.73470572949,1512.17309574677,3908,3687,40847,602.21986774792
IL,2021,3204.01374074085,49322,49322,64486,1405.59054442062,1819.71253272551,4133,3792,28003,641.98287829466
IL,2022,3541.64731827048,50175,50175,66831,1462.62632618864,2015.42553165003,4017,3817,31909,711.87378628612
IL,2023,3561.19568394026,50864,50864,66705,1457.23295113764,1905.19883315853,3916,3723,30893,685.9390382063
IL,2024,3523.92123908837,51340,51340,65904,1436.85414526734,1904.74167483417,3892,3691,30987,688.1882801592
IN,2007,913.68715930676,14984,13963,26079,436.6057139596,391.62537710674,1800,1800,10986,142.63364175037
IN,2008,917.26356861503,15159,14257,23980,396.98226587708,440.51289518168,1786,1786,10961,140.5409047611
IN,2009,887.04328219218,16047,14966,25101,405.80524204801,462.07216330814,1828,1828,11020,136.72232165605
IN,2010,918.70556345565,17038,15979,27607,417.69755549462,462.47844551014,1751,1751,11108,140.56294327348
IN,2011,899.82070462959,17514,16352,27929,419.23428030316,459.87910527727,1759,1759,10750,136.51309621369
IN,2012,889.28834231556,17522,16238,26693,399.73660402796,452.59903685588,1777,1777,10975,137.84483554053
IN,2013,930.51447424226,17549,16179,27233,380.56029353778,466.62108333439,1808,1808,11755,147.74891098757
IN,2014,913.86981443773,17448,16079,26875,398.07015411026,489.74875530157,1782,1782,11986,153.69189207418
IN,2015,921.64551534035,17299,15931,25368,396.69567766524,509.84868374583,1796,1796,11937,156.17895902394
IN,2016,937.59303798174,16776,15370,24733,400.62813373245,531.18022897074,1789,1789,12034,157.44065875377
IN,2017,981.13823126339,16800,15556,24520,399.21643161802,628.14809243934,1854,1854,14111,180.67140060358
IN,2018,1008.16002828056,17082,15758,24753,410.8863061586,614.33505542585,1989,1989,15407,196.70825764121
IN,2019,1053.60347948982,17467,16018,25727,433.59293909379,642.498342537,1946,1946,16170,211.47086238297
IN,2020,820.47450828512,17365,16095,25158,345.68999335892,449.27639123505,1776,1749,15554,150.64902572648
IN,2021,1085.105093797,18655,17013,26653,456.95013371466,542.21459873309,1815,1778,12749,189.8401212335
IN,2022,1181.62715402719,19513,17713,27337,473.5138233297,593.25761335492,1782,1782,12886,187.87934169677
IN,2023,1180.9634971871,19630,17848,27276,471.42737647627,561.21629926784,1740,1740,12267,177.95479354426
IN,2024,1161.53503401345,19662,17946,26938,462.91380982384,561.48667901868,1732,1732,12099,174.89324075774
KS,2007,454.87994476105,7718,7718,10876,176.97870541731,194.25978345459,821,821,5222,69.27602575947
KS,2008,463.13549132107,8111,8111,11202,177.63691302712,256.20331270018,803,800,6027,77.81988607378
KS,2009,450.52157723948,8623,8623,11848,184.4423279806,267.17793532768,796,796,5976,75.05748298258
KS,2010,461.66996103063,9120,9120,12764,182.81232765187,240.73362915944,697,697,5353,67.41679801924
KS,2011,463.55133687565,9607,9607,13131,188.03102452879,235.07876216829,666,666,5187,66.0583962721
KS,2012,453.45822835643,9514,9514,12580,180.43042528569,253.56255081148,708,708,5471,69.19820091673
